SchoolYear,Sector,SubSector,SRCSchoolID,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2019-2020,District,District,262,Academy at Palumbo,Network 1,10,361,6,1.66,355,98.34,12,3.32,349,96.68,213,59.00,148,41.00,0,0.00,96,26.59,169,46.81,40,11.08,16,4.43,0,0.00,40,11.08,
2019-2020,District,District,262,Academy at Palumbo,Network 1,11,264,8,3.03,256,96.97,11,4.17,253,95.83,151,57.20,113,42.80,1,0.38,85,32.20,90,34.09,31,11.74,9,3.41,0,0.00,48,18.18,
2019-2020,District,District,262,Academy at Palumbo,Network 1,12,187,4,2.14,183,97.86,8,4.28,179,95.72,100,53.48,87,46.52,2,1.07,59,31.55,85,45.45,14,7.49,6,3.21,0,0.00,21,11.23,
2019-2020,District,District,262,Academy at Palumbo,Network 1,All Grades,1057,31,2.93,1026,97.07,47,4.45,1010,95.55,596,56.39,461,43.61,4,0.38,329,31.13,428,40.49,99,9.37,48,4.54,0,0.00,149,14.10,72.20
2019-2020,District,District,263,George W. Sharswood School,Network 10,00,43,4,9.30,39,90.70,3,6.98,40,93.02,21,48.84,22,51.16,0,0.00,9,20.93,6,13.95,9,20.93,2,4.65,0,0.00,17,39.53,
2019-2020,District,District,263,George W. Sharswood School,Network 10,01,45,8,17.78,37,82.22,10,22.22,35,77.78,20,44.44,25,55.56,0,0.00,12,26.67,6,13.33,9,20.00,0,0.00,0,0.00,18,40.00,
2019-2020,District,District,263,George W. Sharswood School,Network 10,02,58,7,12.07,51,87.93,15,25.86,43,74.14,31,53.45,27,46.55,0,0.00,12,20.69,4,6.90,13,22.41,1,1.72,0,0.00,28,48.28,
2019-2020,District,District,263,George W. Sharswood School,Network 10,03,61,14,22.95,47,77.05,16,26.23,45,73.77,32,52.46,29,47.54,0,0.00,9,14.75,1,1.64,9,14.75,5,8.20,0,0.00,37,60.66,
2019-2020,District,District,263,George W. Sharswood School,Network 10,04,45,7,15.56,38,84.44,10,22.22,35,77.78,20,44.44,25,55.56,2,4.44,9,20.00,9,20.00,7,15.56,2,4.44,0,0.00,16,35.56,
2019-2020,District,District,263,George W. Sharswood School,Network 10,05,51,2,3.92,49,96.08,7,13.73,44,86.27,33,64.71,18,35.29,1,1.96,6,11.76,10,19.61,7,13.73,3,5.88,0,0.00,24,47.06,
2019-2020,District,District,263,George W. Sharswood School,Network 10,06,55,5,9.09,50,90.91,19,34.55,36,65.45,28,50.91,27,49.09,0,0.00,7,12.73,13,23.64,8,14.55,6,10.91,0,0.00,21,38.18,
2019-2020,District,District,263,George W. Sharswood School,Network 10,07,59,6,10.17,53,89.83,25,42.37,34,57.63,30,50.85,29,49.15,0,0.00,9,15.25,13,22.03,5,8.47,3,5.08,0,0.00,29,49.15,
2019-2020,District,District,263,George W. Sharswood School,Network 10,08,55,6,10.91,49,89.09,21,38.18,34,61.82,22,40.00,33,60.00,0,0.00,9,16.36,7,12.73,9,16.36,6,10.91,0,0.00,24,43.64,
2019-2020,District,District,263,George W. Sharswood School,Network 10,All Grades,472,59,12.50,413,87.50,126,26.69,346,73.31,237,50.21,235,49.79,3,0.64,82,17.37,69,14.62,76,16.10,28,5.93,0,0.00,214,45.34,100.00
2019-2020,District,District,264,Southwark School,Network 10,00,102,27,26.47,75,73.53,2,1.96,100,98.04,52,50.98,50,49.02,1,0.98,20,19.61,7,6.86,50,49.02,3,2.94,0,0.00,21,20.59,
2019-2020,District,District,264,Southwark School,Network 10,01,103,36,34.95,67,65.05,6,5.83,97,94.17,52,50.49,51,49.51,0,0.00,21,20.39,16,15.53,54,52.43,1,0.97,0,0.00,11,10.68,
2019-2020,District,District,264,Southwark School,Network 10,02,85,39,45.88,46,54.12,8,9.41,77,90.59,42,49.41,43,50.59,0,0.00,13,15.29,7,8.24,56,65.88,1,1.18,0,0.00,8,9.41,
2019-2020,District,District,264,Southwark School,Network 10,03,105,41,39.05,64,60.95,9,8.57,96,91.43,54,51.43,51,48.57,0,0.00,28,26.67,11,10.48,45,42.86,10,9.52,0,0.00,11,10.48,
2019-2020,District,District,264,Southwark School,Network 10,04,105,46,43.81,59,56.19,12,11.43,93,88.57,50,47.62,55,52.38,0,0.00,28,26.67,12,11.43,56,53.33,4,3.81,0,0.00,5,4.76,
2019-2020,District,District,264,Southwark School,Network 10,05,106,56,52.83,50,47.17,14,13.21,92,86.79,53,50.00,53,50.00,0,0.00,28,26.42,9,8.49,57,53.77,5,4.72,0,0.00,7,6.60,
2019-2020,District,District,264,Southwark School,Network 10,06,81,34,41.98,47,58.02,11,13.58,70,86.42,41,50.62,40,49.38,2,2.47,21,25.93,11,13.58,40,49.38,3,3.70,0,0.00,4,4.94,
2019-2020,District,District,264,Southwark School,Network 10,07,110,50,45.45,60,54.55,11,10.00,99,90.00,55,50.00,55,50.00,0,0.00,47,42.73,15,13.64,44,40.00,1,0.91,0,0.00,3,2.73,
2019-2020,District,District,264,Southwark School,Network 10,08,95,44,46.32,51,53.68,12,12.63,83,87.37,56,58.95,39,41.05,0,0.00,43,45.26,5,5.26,35,36.84,4,4.21,0,0.00,8,8.42,
2019-2020,District,District,264,Southwark School,Network 10,All Grades,892,373,41.82,519,58.18,85,9.53,807,90.47,455,51.01,437,48.99,3,0.34,249,27.91,93,10.43,437,48.99,32,3.59,0,0.00,78,8.74,100.00
2019-2020,District,District,265,Science Leadership Academy,Innovation,09,124,7,5.65,117,94.35,15,12.10,109,87.90,58,46.77,66,53.23,0,0.00,15,12.10,36,29.03,23,18.55,8,6.45,0,0.00,42,33.87,
2019-2020,District,District,265,Science Leadership Academy,Innovation,10,129,2,1.55,127,98.45,10,7.75,119,92.25,74,57.36,55,42.64,0,0.00,13,10.08,51,39.53,12,9.30,10,7.75,0,0.00,43,33.33,
2019-2020,District,District,265,Science Leadership Academy,Innovation,11,125,0,0.00,125,100.00,16,12.80,109,87.20,59,47.20,66,52.80,0,0.00,10,8.00,47,37.60,14,11.20,8,6.40,0,0.00,46,36.80,
2019-2020,District,District,265,Science Leadership Academy,Innovation,12,121,2,1.65,119,98.35,11,9.09,110,90.91,69,57.02,52,42.98,0,0.00,12,9.92,47,38.84,18,14.88,2,1.65,0,0.00,42,34.71,
2019-2020,District,District,265,Science Leadership Academy,Innovation,All Grades,499,11,2.20,488,97.80,52,10.42,447,89.58,260,52.10,239,47.90,0,0.00,50,10.02,181,36.27,67,13.43,28,5.61,0,0.00,173,34.67,46.81
2019-2020,District,District,267,Constitution High School,Network 1,09,95,6,6.32,89,93.68,10,10.53,85,89.47,58,61.05,37,38.95,0,0.00,11,11.58,54,56.84,19,20.00,9,9.47,0,0.00,2,2.11,
2019-2020,District,District,267,Constitution High School,Network 1,10,86,2,2.33,84,97.67,5,5.81,81,94.19,49,56.98,37,43.02,0,0.00,5,5.81,65,75.58,8,9.30,5,5.81,0,0.00,3,3.49,
2019-2020,District,District,267,Constitution High School,Network 1,11,111,5,4.50,106,95.50,18,16.22,93,83.78,66,59.46,45,40.54,0,0.00,11,9.91,75,67.57,17,15.32,3,2.70,0,0.00,5,4.50,
2019-2020,District,District,267,Constitution High School,Network 1,12,89,3,3.37,86,96.63,8,8.99,81,91.01,53,59.55,36,40.45,0,0.00,4,4.49,62,69.66,19,21.35,0,0.00,0,0.00,4,4.49,
2019-2020,District,District,267,Constitution High School,Network 1,All Grades,381,16,4.20,365,95.80,41,10.76,340,89.24,226,59.32,155,40.68,0,0.00,31,8.14,256,67.19,63,16.54,17,4.46,0,0.00,14,3.67,95.33
2019-2020,District,District,268,The Science Leadership Academy at Beeber,Innovation,05,59,1,1.69,58,98.31,4,6.78,55,93.22,26,44.07,33,55.93,0,0.00,4,6.78,42,71.19,2,3.39,6,10.17,0,0.00,5,8.47,
2019-2020,District,District,268,The Science Leadership Academy at Beeber,Innovation,06,64,0,0.00,64,100.00,3,4.69,61,95.31,36,56.25,28,43.75,0,0.00,0,0.00,52,81.25,0,0.00,5,7.81,0,0.00,7,10.94,
2019-2020,District,District,268,The Science Leadership Academy at Beeber,Innovation,09,120,8,6.67,112,93.33,10,8.33,110,91.67,68,56.67,52,43.33,0,0.00,5,4.17,88,73.33,12,10.00,6,5.00,0,0.00,9,7.50,
2019-2020,District,District,268,The Science Leadership Academy at Beeber,Innovation,10,113,8,7.08,105,92.92,7,6.19,106,93.81,55,48.67,58,51.33,0,0.00,7,6.19,75,66.37,5,4.42,6,5.31,0,0.00,20,17.70,
2019-2020,District,District,268,The Science Leadership Academy at Beeber,Innovation,11,130,4,3.08,126,96.92,18,13.85,112,86.15,69,53.08,61,46.92,1,0.77,3,2.31,89,68.46,14,10.77,3,2.31,0,0.00,20,15.38,
2019-2020,District,District,268,The Science Leadership Academy at Beeber,Innovation,12,116,4,3.45,112,96.55,16,13.79,100,86.21,56,48.28,60,51.72,0,0.00,4,3.45,83,71.55,13,11.21,7,6.03,0,0.00,9,7.76,
2019-2020,District,District,268,The Science Leadership Academy at Beeber,Innovation,All Grades,602,25,4.15,577,95.85,58,9.63,544,90.37,310,51.50,292,48.50,1,0.17,23,3.82,429,71.26,46,7.64,33,5.48,0,0.00,70,11.63,64.58
2019-2020,District,District,269,John H. Taggart School,Network 12,00,56,7,12.50,49,87.50,2,3.57,54,96.43,25,44.64,31,55.36,0,0.00,31,55.36,6,10.71,16,28.57,2,3.57,0,0.00,1,1.79,
2019-2020,District,District,269,John H. Taggart School,Network 12,01,49,10,20.41,39,79.59,8,16.33,41,83.67,20,40.82,29,59.18,0,0.00,24,48.98,9,18.37,11,22.45,2,4.08,0,0.00,3,6.12,
2019-2020,District,District,269,John H. Taggart School,Network 12,02,57,18,31.58,39,68.42,4,7.02,53,92.98,30,52.63,27,47.37,0,0.00,30,52.63,5,8.77,16,28.07,3,5.26,0,0.00,3,5.26,
2019-2020,District,District,269,John H. Taggart School,Network 12,03,56,31,55.36,25,44.64,7,12.50,49,87.50,24,42.86,32,57.14,0,0.00,28,50.00,4,7.14,17,30.36,4,7.14,0,0.00,3,5.36,
2019-2020,District,District,269,John H. Taggart School,Network 12,04,53,27,50.94,26,49.06,6,11.32,47,88.68,23,43.40,30,56.60,0,0.00,31,58.49,6,11.32,10,18.87,5,9.43,0,0.00,1,1.89,
2019-2020,District,District,269,John H. Taggart School,Network 12,05,50,17,34.00,33,66.00,8,16.00,42,84.00,28,56.00,22,44.00,0,0.00,21,42.00,10,20.00,11,22.00,5,10.00,0,0.00,3,6.00,
2019-2020,District,District,269,John H. Taggart School,Network 12,06,46,17,36.96,29,63.04,6,13.04,40,86.96,18,39.13,28,60.87,0,0.00,22,47.83,7,15.22,13,28.26,3,6.52,0,0.00,1,2.17,
2019-2020,District,District,269,John H. Taggart School,Network 12,07,30,13,43.33,17,56.67,3,10.00,27,90.00,10,33.33,20,66.67,0,0.00,15,50.00,2,6.67,9,30.00,2,6.67,0,0.00,2,6.67,
2019-2020,District,District,269,John H. Taggart School,Network 12,08,59,25,42.37,34,57.63,6,10.17,53,89.83,25,42.37,34,57.63,0,0.00,30,50.85,6,10.17,18,30.51,3,5.08,0,0.00,2,3.39,
2019-2020,District,District,269,John H. Taggart School,Network 12,All Grades,456,165,36.18,291,63.82,50,10.96,406,89.04,203,44.52,253,55.48,0,0.00,232,50.88,55,12.06,121,26.54,29,6.36,0,0.00,19,4.17,100.00
2019-2020,District,District,272,Vare-Washington School,Network 3,00,57,14,24.56,43,75.44,8,14.04,49,85.96,27,47.37,30,52.63,0,0.00,10,17.54,14,24.56,13,22.81,1,1.75,0,0.00,19,33.33,
2019-2020,District,District,272,Vare-Washington School,Network 3,01,35,12,34.29,23,65.71,8,22.86,27,77.14,16,45.71,19,54.29,0,0.00,5,14.29,7,20.00,13,37.14,3,8.57,0,0.00,7,20.00,
2019-2020,District,District,272,Vare-Washington School,Network 3,02,47,17,36.17,30,63.83,3,6.38,44,93.62,24,51.06,23,48.94,0,0.00,7,14.89,8,17.02,18,38.30,4,8.51,0,0.00,10,21.28,
2019-2020,District,District,272,Vare-Washington School,Network 3,03,25,7,28.00,18,72.00,2,8.00,23,92.00,19,76.00,6,24.00,0,0.00,4,16.00,10,40.00,8,32.00,0,0.00,0,0.00,3,12.00,
2019-2020,District,District,272,Vare-Washington School,Network 3,04,50,25,50.00,25,50.00,7,14.00,43,86.00,24,48.00,26,52.00,0,0.00,12,24.00,4,8.00,24,48.00,8,16.00,0,0.00,2,4.00,
2019-2020,District,District,272,Vare-Washington School,Network 3,05,48,20,41.67,28,58.33,7,14.58,41,85.42,21,43.75,27,56.25,0,0.00,10,20.83,8,16.67,25,52.08,3,6.25,0,0.00,2,4.17,
2019-2020,District,District,272,Vare-Washington School,Network 3,06,33,9,27.27,24,72.73,2,6.06,31,93.94,14,42.42,19,57.58,0,0.00,6,18.18,5,15.15,13,39.39,6,18.18,0,0.00,3,9.09,
2019-2020,District,District,272,Vare-Washington School,Network 3,07,45,10,22.22,35,77.78,5,11.11,40,88.89,24,53.33,21,46.67,1,2.22,10,22.22,8,17.78,16,35.56,7,15.56,0,0.00,3,6.67,
2019-2020,District,District,272,Vare-Washington School,Network 3,08,32,7,21.88,25,78.13,8,25.00,24,75.00,11,34.38,21,65.63,0,0.00,6,18.75,3,9.38,16,50.00,6,18.75,0,0.00,1,3.13,
2019-2020,District,District,272,Vare-Washington School,Network 3,All Grades,372,121,32.53,251,67.47,50,13.44,322,86.56,180,48.39,192,51.61,1,0.27,70,18.82,67,18.01,146,39.25,38,10.22,0,0.00,50,13.44,96.77
2019-2020,Alternative,Alt Contracted,304,Excel Middle Years Academy,Opportunity,06,5,0,0.00,5,100.00,0,0.00,5,100.00,4,80.00,1,20.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,304,Excel Middle Years Academy,Opportunity,07,28,0,0.00,28,100.00,5,17.86,23,82.14,9,32.14,19,67.86,0,0.00,0,0.00,26,92.86,2,7.14,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,304,Excel Middle Years Academy,Opportunity,08,41,1,2.44,40,97.56,4,9.76,37,90.24,20,48.78,21,51.22,0,0.00,0,0.00,41,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,304,Excel Middle Years Academy,Opportunity,All Grades,74,1,1.35,73,98.65,9,12.16,65,87.84,33,44.59,41,55.41,0,0.00,0,0.00,72,97.30,2,2.70,0,0.00,0,0.00,0,0.00,100.00
2019-2020,Alternative,Alt District Run,319,Crossroads at Hunting Park,Innovation,03,2,0,0.00,2,100.00,0,0.00,2,100.00,0,0.00,2,100.00,0,0.00,0,0.00,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt District Run,319,Crossroads at Hunting Park,Innovation,04,3,0,0.00,3,100.00,0,0.00,3,100.00,0,0.00,3,100.00,0,0.00,0,0.00,3,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt District Run,319,Crossroads at Hunting Park,Innovation,05,16,0,0.00,16,100.00,3,18.75,13,81.25,3,18.75,13,81.25,0,0.00,0,0.00,12,75.00,3,18.75,0,0.00,0,0.00,1,6.25,
2019-2020,Alternative,Alt District Run,319,Crossroads at Hunting Park,Innovation,06,13,0,0.00,13,100.00,3,23.08,10,76.92,3,23.08,10,76.92,0,0.00,0,0.00,12,92.31,1,7.69,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt District Run,319,Crossroads at Hunting Park,Innovation,All Grades,34,0,0.00,34,100.00,6,17.65,28,82.35,6,17.65,28,82.35,0,0.00,0,0.00,29,85.29,4,11.76,0,0.00,0,0.00,1,2.94,100.00
2019-2020,Alternative,Alt District Run,321,Ben Franklin High School EOP,Opportunity,10,7,0,0.00,7,100.00,3,42.86,4,57.14,4,57.14,3,42.86,0,0.00,0,0.00,5,71.43,1,14.29,0,0.00,0,0.00,1,14.29,
2019-2020,Alternative,Alt District Run,321,Ben Franklin High School EOP,Opportunity,11,19,0,0.00,19,100.00,3,15.79,16,84.21,10,52.63,9,47.37,0,0.00,0,0.00,16,84.21,1,5.26,1,5.26,0,0.00,1,5.26,
2019-2020,Alternative,Alt District Run,321,Ben Franklin High School EOP,Opportunity,12,92,4,4.35,88,95.65,23,25.00,69,75.00,45,48.91,47,51.09,0,0.00,1,1.09,79,85.87,8,8.70,1,1.09,0,0.00,3,3.26,
2019-2020,Alternative,Alt District Run,321,Ben Franklin High School EOP,Opportunity,All Grades,118,4,3.39,114,96.61,29,24.58,89,75.42,59,50.00,59,50.00,0,0.00,1,0.85,100,84.75,10,8.47,2,1.69,0,0.00,5,4.24,0.00
2019-2020,Alternative,Alt Contracted,324,Liguori Academy-Fortis,Opportunity,09,7,0,0.00,7,100.00,1,14.29,6,85.71,0,0.00,7,100.00,0,0.00,0,0.00,1,14.29,2,28.57,1,14.29,0,0.00,3,42.86,
2019-2020,Alternative,Alt Contracted,324,Liguori Academy-Fortis,Opportunity,10,30,1,3.33,29,96.67,5,16.67,25,83.33,16,53.33,14,46.67,0,0.00,0,0.00,10,33.33,13,43.33,1,3.33,0,0.00,6,20.00,
2019-2020,Alternative,Alt Contracted,324,Liguori Academy-Fortis,Opportunity,11,42,3,7.14,39,92.86,6,14.29,36,85.71,26,61.90,16,38.10,0,0.00,0,0.00,21,50.00,12,28.57,1,2.38,0,0.00,8,19.05,
2019-2020,Alternative,Alt Contracted,324,Liguori Academy-Fortis,Opportunity,12,18,0,0.00,18,100.00,1,5.56,17,94.44,16,88.89,2,11.11,0,0.00,0,0.00,14,77.78,0,0.00,0,0.00,0,0.00,4,22.22,
2019-2020,Alternative,Alt Contracted,324,Liguori Academy-Fortis,Opportunity,All Grades,97,4,4.12,93,95.88,13,13.40,84,86.60,58,59.79,39,40.21,0,0.00,0,0.00,46,47.42,27,27.84,3,3.09,0,0.00,21,21.65,0.00
2019-2020,Alternative,Alt Contracted,329,Excel Academy South,Opportunity,09,50,3,6.00,47,94.00,10,20.00,40,80.00,13,26.00,37,74.00,0,0.00,0,0.00,32,64.00,13,26.00,3,6.00,0,0.00,2,4.00,
2019-2020,Alternative,Alt Contracted,329,Excel Academy South,Opportunity,10,105,4,3.81,101,96.19,14,13.33,91,86.67,49,46.67,56,53.33,0,0.00,2,1.90,69,65.71,18,17.14,6,5.71,0,0.00,10,9.52,
2019-2020,Alternative,Alt Contracted,329,Excel Academy South,Opportunity,11,122,6,4.92,116,95.08,19,15.57,103,84.43,49,40.16,73,59.84,0,0.00,3,2.46,73,59.84,29,23.77,5,4.10,0,0.00,12,9.84,
2019-2020,Alternative,Alt Contracted,329,Excel Academy South,Opportunity,12,101,1,0.99,100,99.01,12,11.88,89,88.12,42,41.58,59,58.42,0,0.00,2,1.98,62,61.39,19,18.81,2,1.98,0,0.00,16,15.84,
2019-2020,Alternative,Alt Contracted,329,Excel Academy South,Opportunity,All Grades,378,14,3.70,364,96.30,55,14.55,323,85.45,153,40.48,225,59.52,0,0.00,7,1.85,236,62.43,79,20.90,16,4.23,0,0.00,40,10.58,100.00
2019-2020,Alternative,Alt Contracted,351,El Centro de Estudiantes (Big Picture),Opportunity,09,23,1,4.35,22,95.65,1,4.35,22,95.65,9,39.13,14,60.87,0,0.00,0,0.00,8,34.78,10,43.48,2,8.70,0,0.00,3,13.04,
2019-2020,Alternative,Alt Contracted,351,El Centro de Estudiantes (Big Picture),Opportunity,10,62,7,11.29,55,88.71,5,8.06,57,91.94,33,53.23,29,46.77,0,0.00,0,0.00,22,35.48,31,50.00,2,3.23,0,0.00,6,9.68,
2019-2020,Alternative,Alt Contracted,351,El Centro de Estudiantes (Big Picture),Opportunity,11,97,5,5.15,92,94.85,8,8.25,89,91.75,49,50.52,48,49.48,1,1.03,0,0.00,42,43.30,41,42.27,2,2.06,0,0.00,11,11.34,
2019-2020,Alternative,Alt Contracted,351,El Centro de Estudiantes (Big Picture),Opportunity,12,49,1,2.04,48,97.96,2,4.08,47,95.92,24,48.98,25,51.02,0,0.00,0,0.00,21,42.86,27,55.10,0,0.00,0,0.00,1,2.04,
2019-2020,Alternative,Alt Contracted,351,El Centro de Estudiantes (Big Picture),Opportunity,All Grades,231,14,6.06,217,93.94,16,6.93,215,93.07,115,49.78,116,50.22,1,0.43,0,0.00,93,40.26,109,47.19,6,2.60,0,0.00,21,9.09,100.00
2019-2020,Alternative,Alt Contracted,354,Ombudsman Northwest,Opportunity,09,4,0,0.00,4,100.00,1,25.00,3,75.00,2,50.00,2,50.00,0,0.00,0,0.00,4,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,354,Ombudsman Northwest,Opportunity,10,10,0,0.00,10,100.00,0,0.00,10,100.00,4,40.00,6,60.00,0,0.00,0,0.00,8,80.00,0,0.00,2,20.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,354,Ombudsman Northwest,Opportunity,11,31,0,0.00,31,100.00,0,0.00,31,100.00,18,58.06,13,41.94,0,0.00,0,0.00,29,93.55,1,3.23,1,3.23,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,354,Ombudsman Northwest,Opportunity,12,11,0,0.00,11,100.00,0,0.00,11,100.00,5,45.45,6,54.55,0,0.00,0,0.00,11,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,354,Ombudsman Northwest,Opportunity,All Grades,56,0,0.00,56,100.00,1,1.79,55,98.21,29,51.79,27,48.21,0,0.00,0,0.00,52,92.86,1,1.79,3,5.36,0,0.00,0,0.00,100.00
2019-2020,Alternative,Alt Contracted,381,One Bright Ray - Elmwood Campus,Opportunity,09,14,1,7.14,13,92.86,3,21.43,11,78.57,10,71.43,4,28.57,0,0.00,0,0.00,14,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,381,One Bright Ray - Elmwood Campus,Opportunity,10,39,2,5.13,37,94.87,5,12.82,34,87.18,20,51.28,19,48.72,0,0.00,0,0.00,36,92.31,1,2.56,1,2.56,0,0.00,1,2.56,
2019-2020,Alternative,Alt Contracted,381,One Bright Ray - Elmwood Campus,Opportunity,11,50,0,0.00,50,100.00,3,6.00,47,94.00,35,70.00,15,30.00,0,0.00,0,0.00,49,98.00,1,2.00,0,0.00,0,0.00,0,0.00,
2019-2020,Alternative,Alt Contracted,381,One Bright Ray - Elmwood Campus,Opportunity,12,31,0,0.00,31,100.00,1,3.23,30,96.77,15,48.39,16,51.61,0,0.00,1,3.23,30,96.77,0,0.00,0,0.00,0,0.00,0,0.00,
